D10,relu,N00,-0.030559550197086775,N01,0.19884041917730588,N02,-0.0736523601870839,N03,-0.07646656238660635,N04,0.28604666679980706,N05,-0.09795207471676182,B0,-3.227751229018446
D11,relu,N00,-0.08283140540692326,N01,0.009786733372363073,N02,0.006824759178408815,N03,0.1834228873454413,N04,-0.005696524183801073,N05,-0.0029673655763755844,B0,-4.073485498194082
D12,relu,N00,0.09710185325900333,N01,-0.0467831565895585,N02,-0.04225890245455343,N03,0.21356317658496796,N04,-0.05806129973418512,N05,-0.14729183664606924,B0,-0.4353300826512485
D13,relu,N00,-0.43865046613393016,N01,0.012042921783322825,N02,0.009940418978764163,N03,-0.26775931594139435,N04,-0.023583968456254188,N05,-0.013108026259423835,B0,7.154961743928919
D14,relu,N00,-0.01995071620009972,N01,0.007358915743893383,N02,0.010735546446103151,N03,0.06984325023940187,N04,0.01695749293896388,N05,0.03239594894703518,B0,-2.720633778701495
D15,relu,N00,-0.018901812799510604,N01,0.013079856452268886,N02,0.011265713981795225,N03,0.06634197023518974,N04,0.017857663945217733,N05,0.032867713721381885,B0,-2.685723585830963
D16,relu,N00,0.005530188319503373,N01,0.016475888071767582,N02,-0.03296268410120473,N03,0.021916309049526583,N04,0.008419447936370974,N05,0.07265519652695528,B0,-2.360188539546125
D17,relu,N00,-0.07394004932371952,N01,0.18560952617429105,N02,0.19054361297411337,N03,0.07738882895436851,N04,-0.09418562174987344,N05,-0.06456723221884508,B0,-1.03903631343343
D18,relu,N00,0.0014726224627729391,N01,0.009301991884606417,N02,-0.27135014370563165,N03,-0.018926462905752874,N04,-0.015573119535733426,N05,-0.15362009891407882,B0,4.445774450354482
D19,relu,N00,-0.007151670351683673,N01,0.20556082152997854,N02,-0.0058409472120332226,N03,0.06511118945376854,N04,-0.19449896246004872,N05,0.07803562592058663,B0,-0.7075989262125211
D110,relu,N00,0.1923931530234244,N01,0.1889781556989981,N02,-0.05461792024211688,N03,-0.0622062094670504,N04,-0.09657601436218798,N05,0.08132225482858879,B0,-1.3505070973685542
D111,relu,N00,-0.0020575876198081085,N01,-0.0033416386979487293,N02,-0.004888017340086458,N03,-0.03378526525310909,N04,-0.012251190012684609,N05,0.03540842660730961,B0,0.09739622669440418
D112,relu,N00,0.005105350285401906,N01,-0.014905715910864566,N02,-0.014179925309161345,N03,0.009022352806127894,N04,0.046008964750348165,N05,0.06877888904796897,B0,-2.8581665655552655
D113,relu,N00,0.19052824419935285,N01,-0.03286361721359108,N02,0.18789065946573652,N03,-0.057079751032542245,N04,0.058361125452716975,N05,-0.07021631208737225,B0,-1.711588559951509
D114,relu,N00,-0.02028553041999883,N01,-0.0453265965223628,N02,0.12745254636886352,N03,-0.07189787319196399,N04,-0.03485492480617044,N05,0.23428442603004593,B0,-3.3669682959993454
D115,relu,N00,-0.012294406978157871,N01,0.022442084004209613,N02,-0.013231753990589989,N03,0.05773131222493403,N04,0.011973372209106698,N05,0.062021598573547304,B0,-3.0307135535594654
D116,relu,N00,-0.0003316637851999365,N01,-0.2120361442491757,N02,0.005028420169021048,N03,-0.02458212201846028,N04,-0.10985511328731698,N05,-0.014632269562736836,B0,3.525591491807063
