action: move[$x],action: move[$y],states: location[$x],states: location[$y]
0.9128458288078487,0.4653139325137381,-5.0,-5.0
0.0,0.0,-4.078027029873382,-4.530033599472915
0.2820081201737894,0.6499327984761738,-4.078027029873382,-4.530033599472915
0.7331495586739041,0.7489393517121833,-3.793201693089269,-3.873608074920866
0.2954386691559448,0.2619350103325059,-3.052749288157534,-3.117208596039151
0.4946172659085875,0.2437854314753795,-2.754452111327063,-2.852739241643284
0.9098040797970657,-0.37243692729092426,-2.2552441080290366,-2.6066911416918686
-0.8958289628748988,0.4450095568430473,-1.3381853802926638,-2.9820978279090173
0.5681542189847929,0.6234527205975885,-2.2403810229264485,-2.5339255765612387
0.26483465411514817,0.2659502247973873,-1.6678548956784924,-1.905675429473106
-0.952191419125263,0.4167411608387035,-5.0,-5.0
0.6176596678884626,0.08594604721952948,-5.0,-4.57909202878841
-0.07685763846084726,0.43525986165747815,-4.376165330451274,-4.4922867430401805
0.6312488897143678,-0.037899905305809,-4.4537909965435585,-4.052677390462825
-0.9578204477998742,0.0,-3.8162370460088293,-4.090955848843233
0.5975511437945357,0.58276325698456,-4.783609219535327,-4.090955848843233
0.6216028379499302,0.8601006930295223,-4.180086639991471,-3.5023689341144166
-0.5426264208132932,1.0,-3.552290564523742,-2.633698769460983
0.7101507439861942,-0.29701633604976263,-4.100186767524002,-1.6239871483809252
0.7683188685230965,0.9585880011913825,-3.38314429588861,-1.9238859086381561
0.4668276184702177,0.48280712234696493,-5.0,-5.0
0.3471598676243226,0.6769247687946067,-4.528504778840676,-4.512365502978908
0.6112713172094789,0.1369422483504406,-4.177875256920394,-3.8286752778308286
0.07552306170812662,0.5463019834894567,-3.560505850989941,-3.6903668832919774
-0.3685675030859237,-0.1512354082750691,-3.4842328675313863,-3.1386402820704657
0.0,0.14434904359480183,-3.8564237717846153,-3.2913624914071957
0.5385781049130803,-0.06210718577804086,-3.8564237717846153,-3.1455813511095334
0.0,0.6869031834262906,-3.3125111278233774,-3.208303699673959
0.8768141070664992,0.5503232830835442,-3.3125111278233774,-2.514667123127054
0.500520787394481,0.9309393666075232,-2.4273569099348755,-1.9591092559602303
0.3057346221312686,0.6493483374513149,-5.0,-5.0
0.5054763085349567,0.4913158377094412,-4.6912084727329795,-4.344159115993736
0.3762881415262551,0.4221567086462714,-4.180680227612251,-3.847932867224898
0.744666773480096,0.449603463815184,-3.8006379395589254,-3.421564391141003
0.5167596603939749,0.37956387726273394,-3.048578337842118,-2.9674973990726614
0.20061123050719454,-0.4615299124961578,-2.5268594872658445,-2.5842909591295484
0.543024827214287,0.9991181534618983,-2.3245330013977594,-3.04976701987782
0.6650032893286615,0.20168352196310074,-1.7765848152786101,-2.041590316951267
0.5729208682291775,-0.5416659500655427,-1.1108364032236109,-1.8396808126837865
0.5205991079484205,0.6325958270975216,-0.5475546286594416,-2.372233516719445
0.0,-0.8517574221079207,-5.0,-5.0
-0.786970332812901,0.42619090213100863,-5.0,-5.0
0.629558464754125,1.0,-5.0,-4.569547803716392
0.7773905233493266,0.5669936350036096,-4.3641475974267125,-3.559550419563007
0.0,0.6842994342496536,-3.5790031224094467,-2.9869014014413926
0.0,0.02666125326231039,-3.5790031224094467,-2.29588120696726
0.19332007706163085,0.0,-3.5790031224094467,-2.2689641430072234
0.41885034812426786,0.6847899771777952,-3.3838304682332225,-2.2689641430072234
0.0,-0.8369227735879867,-2.9610338432898553,-1.5777222891030735
0.0,-0.8415524198597388,-2.9610338432898553,-2.4209774660215726
-0.9094476485587633,0.0,-5.0,-5.0
0.635632930464361,-0.023715387665742993,-5.0,-5.0
0.4180117717220334,0.3819901773891563,-4.3580116572632415,-5.0
1.0,0.6867410956491865,-3.9358212171189626,-4.614191245240909
0.11104864274784815,0.20796563907861093,-2.9258320124094723,-3.920590152204863
0.2861197288147658,0.749514982147157,-2.8136853971820663,-3.7105682921518057
0.18665542445403,-0.4191106735157373,-2.5247560834217198,-2.9536933631074143
0.2367465518856004,0.47846212077345834,-2.3363914333265505,-3.3766418822777506
0.2839895123665634,0.07069997382757098,-2.0974058388932937,-2.893654681678119
0.5886849463038274,0.9670301144790839,-1.8110228998931126,-2.8223588576765577
0.5822249099845187,0.5288504555363762,-5.0,-5.0
0.5861483791477181,0.5797442756417628,-4.411953680895744,-4.465861802884654
0.6664642665497198,0.7155453761219356,-3.81994795141053,-3.880324172779421
0.0,0.2036585622332031,-3.1468438884328553,-3.15765001891069
0.0,0.9047067146675769,-3.1468438884328553,-2.9520095401865833
0.23777841141988376,0.4731941423960892,-3.1468438884328553,-2.038579146507528
0.3463915960038578,0.8848107295071799,-2.9069508557806936,-1.561176773538591
0.5494425946315629,0.206416892678084,-2.5580371771223973,-0.6699237232040721
0.02613587000139128,0.0,-2.008620302260649,-0.46351649303671705
0.34567617065240597,0.721584220563753,-1.9830563171887166,-0.46351649303671705
-0.9856413437108416,-0.5732184677413905,-5.0,-5.0
-0.1150118722779554,0.6280309867962373,-5.0,-5.0
0.3640740570758013,0.0,-5.0,-4.365689609400667
0.13603818739491474,0.41520094018452447,-4.632286451961877,-4.365689609400667
0.7021939498227174,0.020287554069110147,-4.494888687776928,-3.946339117003743
-0.48045167098407693,0.2680120973360969,-3.7856817535902003,-3.9258489461227013
0.28074677299978035,0.13450283720825817,-4.270920338481701,-3.655166547248329
0.6511534957365863,0.4018960557773252,-3.9873734528123714,-3.519322205400381
0.7037439850090007,0.5754403737423697,-3.3297397008126,-3.1134264944731527
0.5016944599343414,0.05431705827110561,-2.6191127553335884,-2.532358032349656
0.19369242871582787,0.39210586950432447,-5.0,-5.0
0.6244391657226174,0.0,-4.804370926438488,-4.603973637494619
0.0,0.7666005777468946,-4.17368944274593,-4.603973637494619
0.0,0.7522660195621933,-4.17368944274593,-3.8297131917824405
0.2508538726338051,0.7362971523882997,-4.17368944274593,-3.0699425957266095
0.06487176409271667,0.2391818396148085,-3.920342885954429,-2.3263290075669785
0.45471200647869536,-0.08443836854057596,-3.854836643321866,-2.0848078490438744
0.40298892013517446,0.5396000924058242,-3.3957194614455295,-2.1700642426605694
0.4614524083286899,0.18822360524971038,-2.988955252879336,-1.62540905845333
0.1348799607019544,0.1701672903861891,-2.5239103294212337,-1.4357200883309533
0.0,0.7310306036544352,-5.0,-5.0
0.7319525312966452,-0.03389815560428411,-5.0,-4.261660144972183
0.39867357331445125,0.0,-4.260730821391647,-4.295897148846634
-0.49834565372129447,-0.8639350773864423,-3.858074940744099,-4.295897148846634
-0.7265088596637117,0.24511184028730543,-4.361394428371816,-5.0
0.7521801300925794,0.0,-5.0,-4.752437887370605
0.0,0.4103245034533681,-4.240299601879096,-4.752437887370605
0.0,-0.08155806817322375,-4.240299601879096,-4.338012548792865
