states: location[$x],states: location[$y]
-3.215069189325181,-3.7689665868738853
-2.9549355327132534,-3.0979802022474816
-2.9048840449412916,-2.57830836064182
-3.9131796901994997,-2.4696617243542613
-3.9332503840894097,-2.2665061898251015
-3.7609982734644714,-1.734487920801442
-3.366424158466722,-1.5764026222434726
-2.9172750602132225,-2.3662739432466093
-2.782325182739019,-1.8899465411923675
-3.446990583842792,-1.5233276303679626
-3.694007648761248,-3.1514154699730175
-3.831476928433572,-4.0
-3.485263004111182,-3.769856207604364
-2.6720121186670323,-3.417224900981764
-1.756832401509433,-2.620872087602005
-1.8971164926676796,-1.7316127074422227
-1.332442311019697,-1.4052007748729975
-0.5579750773481778,-1.0685820961836927
-1.234714793136531,-1.6790904739687944
-0.51313613598242,-2.6515585027043023
-3.0113830783111135,-4.0
-2.4317402918845863,-3.6864003327375072
-1.4220320988164543,-3.7640357105884017
-1.3375934809158398,-3.234572461675786
-1.3642408963004236,-2.504725257024655
-1.3642408963004236,-1.7925941644061552
-0.6554523448429154,-1.7925941644061552
-0.6554523448429154,-0.8256208002640222
-0.1135119481705994,-0.6240032321568275
0.38049314311758853,-0.3326316223417898
-3.6135522333500756,-3.3739224389426528
-3.6135522333500756,-2.395579025139912
-3.775142574891006,-2.395579025139912
-3.6660906933810544,-1.4156776262933937
-3.1340996601252815,-0.4612755592690637
-2.9461367365288385,0.08136379151153073
-2.67126761709,0.6136345969824161
-2.090504168409319,1.0267646501444474
-2.090504168409319,1.6454152227395833
-1.370194510455978,2.170022689579234
-3.0913961282207127,-4.0
-2.3382517594257917,-3.8323672067802286
-1.6091525582922568,-3.7067179048052945
-0.9074327617367848,-3.7067179048052945
-1.0366045495828495,-3.329741736780041
-0.7148277562503211,-4.0
-0.719660755670907,-4.0
-0.009867874864765591,-4.0
0.3840689067548558,-4.0
1.329021338572442,-3.0777139636089332
-3.6543691877195745,-3.5635779490740567
-3.436487236559488,-3.3530921238831355
-2.4549185818472106,-2.7478064359953196
-1.8872486189829893,-2.9101279537401274
-2.47316703245904,-2.1599924772041725
-1.699243859378337,-1.9119376589369255
-0.7011742264659377,-1.2812137540993143
-0.2823400419973493,-0.9288541481278354
-0.12272681559704701,-0.2983252882814915
0.04672816757936743,-0.12246549644732468
-4.0,-3.6535470619280126
-3.7554476434592714,-3.6535470619280126
-3.458283464831469,-3.4541431320142384
-2.5976246355369113,-2.8690927873422662
-2.5976246355369113,-1.9431364466493752
-2.300715198434125,-1.402313751665234
-2.6314207171210846,-0.711277465559375
